(s),(mm),(kgf)
101.4,3.37927,1.10234
101.5,3.38262,1.09556
101.6,3.38602,1.08939
101.7,3.38925,1.08124
101.8,3.39273,1.07451
101.9,3.396,1.06792
102,3.39929,1.05965
102.1,3.40269,1.05294
102.2,3.40619,1.04704
102.3,3.40933,1.03933
102.4,3.41256,1.03135
102.5,3.41604,1.02622
102.6,3.41916,1.0196
102.7,3.42253,1.01368
102.8,3.42612,1.00716
102.9,3.42935,0.99923
103,3.43243,0.99097
103.1,3.43606,0.98514
103.2,3.43933,0.97986
103.3,3.44271,0.97411
103.4,3.44608,0.96697
103.5,3.44951,0.96039
103.6,3.45257,0.95393
103.7,3.45586,0.94815
103.8,3.45932,0.94486
103.9,3.46265,0.93945
104,3.46587,0.93466
104.1,3.46931,0.92991
104.2,3.47263,0.92624
104.3,3.47581,0.92124
104.4,3.47924,0.91718
104.5,3.48284,0.9139
104.6,3.48602,0.90953
104.7,3.48932,0.90453
104.8,3.4928,0.9004
104.9,3.49593,0.89517
105,3.49928,0.89038
105.1,3.50273,0.88535
105.2,3.50601,0.88091
105.3,3.50908,0.87604
105.4,3.51269,0.87195
105.5,3.51593,0.86774
105.6,3.51931,0.86343
105.7,3.52262,0.85812
105.8,3.52613,0.85385
105.9,3.52928,0.85053
106,3.53269,0.84551
106.1,3.53605,0.841
106.2,3.5395,0.83764
106.3,3.54267,0.83244
106.4,3.54596,0.82767
106.5,3.54938,0.82457
106.6,3.55246,0.81956
106.7,3.55586,0.8153
106.8,3.55941,0.8113
106.9,3.56263,0.80739
107,3.56582,0.80249
107.1,3.5694,0.79983
107.2,3.57257,0.79529
107.3,3.57595,0.79122
107.4,3.57948,0.7872
107.5,3.58283,0.78369
107.6,3.58589,0.77943
107.7,3.5894,0.77558
107.8,3.59262,0.77248
107.9,3.59588,0.7686
108,3.59923,0.76483
108.1,3.60272,0.76148
108.2,3.60587,0.75799
108.3,3.60928,0.75386
108.4,3.61259,0.75012
108.5,3.61609,0.74711
108.6,3.61929,0.74152
108.7,3.6227,0.73706
108.8,3.62617,0.73384
108.9,3.62932,0.72872
109,3.63262,0.72435
109.1,3.63612,0.72103
109.2,3.63929,0.71754
109.3,3.64243,0.71281
109.4,3.64605,0.70957
109.5,3.64923,0.70557
109.6,3.65258,0.70207
109.7,3.65601,0.69867
109.8,3.6594,0.6958
109.9,3.6625,0.69256
110,3.66607,0.68969
110.1,3.66942,0.68706
110.2,3.6727,0.68357
110.3,3.67601,0.67965
110.4,3.67936,0.67765
110.5,3.68257,0.67448
110.6,3.68587,0.67122
110.7,3.68926,0.66836
110.8,3.6927,0.66641
110.9,3.69591,0.66328
111,3.69923,0.66029
111.1,3.70269,0.65889
111.2,3.70589,0.65572
111.3,3.7093,0.65163
111.4,3.71293,0.6498
111.5,3.71607,0.64754
111.6,3.7192,0.64517
111.7,3.72275,0.6432
111.8,3.72596,0.64125
111.9,3.72923,0.63845
112,3.73268,0.63504
112.1,3.736,0.63197
112.2,3.73915,0.62882
112.3,3.74268,0.62564
112.4,3.74595,0.62267
112.5,3.7493,0.62041
112.6,3.75268,0.61723
112.7,3.7561,0.61487
112.8,3.75936,0.61249
112.9,3.76263,0.60937
113,3.76604,0.60706
113.1,3.76939,0.60471
113.2,3.77253,0.60159
113.3,3.77588,0.59902
113.4,3.77932,0.59784
113.5,3.7825,0.59495
113.6,3.78591,0.59282
113.7,3.78947,0.59072
113.8,3.79264,0.5886
113.9,3.79584,0.58598
114,3.79945,0.5844
114.1,3.80273,0.58282
114.2,3.80599,0.58006
114.3,3.80941,0.57785
114.4,3.81278,0.57592
114.5,3.81584,0.57362
114.6,3.81922,0.57125
114.7,3.82262,0.56943
114.8,3.82603,0.56802
114.9,3.82929,0.56562
115,3.83268,0.56324
115.1,3.83595,0.56158
115.2,3.83927,0.55868
115.3,3.84267,0.55646
115.4,3.84625,0.55519
115.5,3.84932,0.5522
115.6,3.85265,0.54962
115.7,3.8561,0.54805
115.8,3.85916,0.54506
115.9,3.86253,0.54282
116,3.86605,0.54033
116.1,3.8693,0.53863
116.2,3.87245,0.53557
116.3,3.87603,0.53415
116.4,3.87922,0.53245
116.5,3.88257,0.52968
116.6,3.88606,0.52781
116.7,3.88952,0.52606
116.8,3.89264,0.52391
116.9,3.89596,0.52152
117,3.89935,0.5196
117.1,3.90277,0.51739
117.2,3.90592,0.51507
117.3,3.90928,0.5129
117.4,3.91258,0.51173
117.5,3.91589,0.50942
117.6,3.9192,0.50757
117.7,3.9228,0.50581
117.8,3.92597,0.50342
117.9,3.92922,0.50125
118,3.93283,0.49963
118.1,3.93601,0.49809
118.2,3.93933,0.49576
118.3,3.94284,0.49368
118.4,3.94612,0.49258
118.5,3.94911,0.49027
118.6,3.95269,0.48862
118.7,3.95587,0.48688
118.8,3.95925,0.48515
118.9,3.96261,0.48345
119,3.9661,0.48153
119.1,3.96921,0.47896
119.2,3.97254,0.47711
119.3,3.97602,0.47532
119.4,3.97948,0.47404
119.5,3.98267,0.47143
119.6,3.98603,0.46951
119.7,3.98944,0.46819
119.8,3.99254,0.46545
119.9,3.9959,0.46412
120,3.99936,0.46281
120.1,4.00261,0.46199
120.2,4.00583,0.45945
120.3,4.00941,0.45815
120.4,4.01259,0.45586
120.5,4.01586,0.45413
120.6,4.01943,0.45272
120.7,4.0228,0.45187
120.8,4.02592,0.44957
120.9,4.02948,0.44753
121,4.03275,0.4467
121.1,4.03597,0.44473
121.2,4.0393,0.44294
121.3,4.04268,0.44131
121.4,4.04582,0.44022
121.5,4.04925,0.43784
121.6,4.05263,0.43686
121.7,4.05604,0.43561
121.8,4.05922,0.43359
121.9,4.06263,0.4329
122,4.06608,0.43241
122.1,4.0693,0.43031
122.2,4.07266,0.4285
122.3,4.0762,0.42762
122.4,4.07936,0.42634
122.5,4.08246,0.42438
122.6,4.08606,0.42326
122.7,4.0892,0.42162
122.8,4.09251,0.41939
122.9,4.09604,0.41753
123,4.09936,0.41694
123.1,4.10245,0.41527
123.2,4.10602,0.41384
123.3,4.10934,0.41303
123.4,4.1127,0.41162
123.5,4.11608,0.40914
123.6,4.11943,0.40814
123.7,4.12266,0.40771
123.8,4.12595,0.40533
123.9,4.12935,0.4039
124,4.13267,0.40305
124.1,4.13589,0.4019
124.2,4.13924,0.4005
124.3,4.14269,0.40027
124.4,4.14587,0.39852
124.5,4.14921,0.39697
124.6,4.15284,0.39505
124.7,4.15603,0.39418
124.8,4.15927,0.39192
124.9,4.1628,0.39081
125,4.16599,0.38927
125.1,4.16927,0.38849
125.2,4.1727,0.38577
125.3,4.17602,0.38493
125.4,4.17911,0.38347
125.5,4.18261,0.3821
125.6,4.18593,0.38085
125.7,4.1893,0.38075
125.8,4.19261,0.37858
125.9,4.19606,0.37783
126,4.19928,0.37649
126.1,4.20263,0.37511
126.2,4.20604,0.37378
126.3,4.2095,0.37354
126.4,4.21267,0.37188
126.5,4.21595,0.37033
126.6,4.21937,0.36966
126.7,4.22245,0.36832
126.8,4.22588,0.36736
126.9,4.22946,0.3664
127,4.23267,0.36458
127.1,4.23582,0.363
127.2,4.23939,0.36186
127.3,4.24261,0.3605
127.4,4.24597,0.35908
127.5,4.24946,0.35733
127.6,4.25284,0.35634
127.7,4.25589,0.35445
127.8,4.25924,0.35294
127.9,4.26266,0.35246
128,4.26595,0.35102
128.1,4.26921,0.34931
128.2,4.27267,0.34836
128.3,4.27595,0.34762
128.4,4.27917,0.34535
128.5,4.28257,0.34441
128.6,4.28615,0.34351
128.7,4.28933,0.34159
128.8,4.29269,0.34008
128.9,4.29614,0.33977
129,4.29925,0.33758
129.1,4.30265,0.33683
129.2,4.30612,0.33563
129.3,4.30933,0.33464
129.4,4.31241,0.333
129.5,4.31602,0.3318
129.6,4.31926,0.33121
129.7,4.32259,0.32954
129.8,4.32598,0.32785
129.9,4.32946,0.32737
130,4.33258,0.32608
130.1,4.33603,0.32511
130.2,4.33939,0.32429
130.3,4.34283,0.3234
130.4,4.34601,0.32137
130.5,4.34934,0.32031
130.6,4.35268,0.31985
130.7,4.35581,0.31801
130.8,4.35919,0.31722
130.9,4.36273,0.31643
131,4.36594,0.3149
131.1,4.36919,0.31339
131.2,4.37273,0.31223
131.3,4.37589,0.31232
131.4,4.37928,0.31076
131.5,4.38283,0.30993
131.6,4.38616,0.30952
131.7,4.38919,0.30795
131.8,4.3928,0.30679
131.9,4.39594,0.30645
132,4.39918,0.30514
132.1,4.40258,0.30413
132.2,4.40605,0.30384
132.3,4.40915,0.30281
132.4,4.41264,0.30121
132.5,4.41594,0.30063
132.6,4.41938,0.30009
132.7,4.42263,0.29856
132.8,4.42608,0.29748
132.9,4.42948,0.29729
133,4.43265,0.29567
133.1,4.43598,0.29451
133.2,4.43944,0.29368
133.3,4.44263,0.29276
133.4,4.44581,0.29173
133.5,4.4494,0.29136
133.6,4.45251,0.29017
133.7,4.45588,0.28864
133.8,4.45936,0.28724
133.9,4.46268,0.28725
134,4.46583,0.28623
134.1,4.46943,0.285
134.2,4.47279,0.28409
134.3,4.47603,0.28288
134.4,4.47939,0.28204
134.5,4.48274,0.28081
134.6,4.48586,0.28009
134.7,4.48923,0.27936
134.8,4.4926,0.27867
134.9,4.49599,0.278
135,4.49923,0.2766
135.1,4.5026,0.27526
135.2,4.506,0.2753
135.3,4.50923,0.27395
135.4,4.51265,0.27321
135.5,4.51624,0.27262
135.6,4.51938,0.27183
135.7,4.52254,0.2705
135.8,4.52615,0.26996
135.9,4.52929,0.26965
136,4.53255,0.26851
136.1,4.53606,0.2674
136.2,4.53933,0.26655
136.3,4.54245,0.26505
136.4,4.54604,0.26469
136.5,4.54927,0.26491
136.6,4.55261,0.26452
136.7,4.55603,0.26264
136.8,4.55947,0.26117
136.9,4.56264,0.2605
137,4.56598,0.26172
137.1,4.56939,0.26117
137.2,4.57273,0.26062
137.3,4.57589,0.25952
137.4,4.57926,0.25794
137.5,4.58262,0.25735
137.6,4.58583,0.25577
137.7,4.58923,0.25423
137.8,4.59277,0.25364
137.9,4.59595,0.25285
138,4.59921,0.25243
138.1,4.60277,0.25214
138.2,4.60602,0.25198
138.3,4.6093,0.2516
138.4,4.61279,0.25123
138.5,4.61613,0.2518
138.6,4.61915,0.25176
138.7,4.62258,0.25222
138.8,4.62592,0.25157
138.9,4.62932,0.24942
139,4.63263,0.24877
139.1,4.63605,0.24888
139.2,4.63923,0.24747
139.3,4.64261,0.24605
139.4,4.64601,0.24535
139.5,4.64957,0.24373
139.6,4.65263,0.24282
139.7,4.65601,0.24172
139.8,4.65944,0.24063
139.9,4.6625,0.23955
140,4.66587,0.23774
140.1,4.66942,0.23595
140.2,4.67258,0.23557
140.3,4.6758,0.23265
140.4,4.67939,0.22853
140.5,4.68254,0.22635
140.6,4.68586,0.22461
140.7,4.68942,0.22287
140.8,4.69282,0.22157
140.9,4.69594,0.22066
141,4.69932,0.21866
141.1,4.7027,0.21796
141.2,4.7061,0.21681
141.3,4.70925,0.21577
141.4,4.71264,0.21499
141.5,4.71589,0.2141
141.6,4.71925,0.21236
141.7,4.72256,0.2111
141.8,4.72609,0.21015
141.9,4.72928,0.20909
142,4.73261,0.20798
142.1,4.73615,0.2078
142.2,4.73931,0.20686
142.3,4.74263,0.20608
142.4,4.74619,0.20516
142.5,4.74947,0.20459
142.6,4.75247,0.20352
142.7,4.75604,0.20307
142.8,4.75918,0.20279
142.9,4.76256,0.20231
143,4.76595,0.2011
143.1,4.76943,0.20096
143.2,4.7725,0.20028
143.3,4.77594,0.19918
143.4,4.77937,0.19871
143.5,4.78274,0.19875
143.6,4.78598,0.19701
143.7,4.78942,0.19602
143.8,4.79276,0.19595
143.9,4.79591,0.19453
144,4.79923,0.19417
144.1,4.80268,0.19416
144.2,4.80592,0.19304
144.3,4.8092,0.19167
144.4,4.8127,0.19176
144.5,4.81592,0.19107
144.6,4.81921,0.19022
144.7,4.82278,0.18971
144.8,4.82608,0.18936
144.9,4.82922,0.18841
145,4.83284,0.18811
145.1,4.83609,0.18709
145.2,4.83932,0.18695
145.3,4.84266,0.18617
145.4,4.84603,0.18596
145.5,4.84912,0.18584
145.6,4.8526,0.18478
145.7,4.85597,0.18394
145.8,4.85933,0.18403
145.9,4.86254,0.1829
146,4.86601,0.1821
146.1,4.8694,0.18218
146.2,4.87262,0.1813
146.3,4.87601,0.18093
146.4,4.87953,0.18192
146.5,4.88269,0.18153
146.6,4.88583,0.18079
146.7,4.88937,0.18195
146.8,4.89252,0.18197
146.9,4.89586,0.18143
147,4.8994,0.1817
147.1,4.90266,0.18219
147.2,4.9058,0.18195
147.3,4.90938,0.18197
147.4,4.91267,0.18174
147.5,4.91599,0.18169
147.6,4.91944,0.18046
147.7,4.92279,0.18017
147.8,4.92596,0.17999
147.9,4.92932,0.17899
148,4.93265,0.17823
148.1,4.93596,0.17797
148.2,4.93925,0.17795
148.3,4.9426,0.17702
148.4,4.94597,0.17669
148.5,4.94921,0.17563
148.6,4.95257,0.17549
148.7,4.95617,0.17549
148.8,4.95934,0.17515
148.9,4.96262,0.1745
149,4.96615,0.17373
149.1,4.96932,0.17385
149.2,4.97261,0.17283
149.3,4.97603,0.17224
149.4,4.97933,0.17154
149.5,4.98243,0.17138
149.6,4.98598,0.17072
149.7,4.98925,0.17035
149.8,4.99261,0.16967
149.9,4.99597,0.16846
150,4.99941,0.16838
150.1,5.00257,0.16744
150.2,5.00597,0.16693
150.3,5.00942,0.16685
150.4,5.01285,0.16619
150.5,5.01601,0.16531
150.6,5.01933,0.16436
150.7,5.02269,0.16439
150.8,5.02578,0.16346
150.9,5.02921,0.16303
151,5.0328,0.16246
151.1,5.03595,0.16212
151.2,5.03914,0.16115
151.3,5.04273,0.16133
151.4,5.04596,0.16112
151.5,5.04931,0.16002
151.6,5.05282,0.15964
151.7,5.05614,0.15911
151.8,5.05923,0.15821
151.9,5.06264,0.15779
152,5.06598,0.15739
152.1,5.06926,0.15767
152.2,5.07257,0.15657
152.3,5.07603,0.15612
152.4,5.0792,0.15519
152.5,5.08252,0.15471
152.6,5.08593,0.15447
152.7,5.08945,0.15396
152.8,5.09265,0.15314
152.9,5.09606,0.15258
153,5.09948,0.15235
153.1,5.10255,0.1515
153.2,5.10599,0.15135
153.3,5.10945,0.15064
153.4,5.11263,0.1502
153.5,5.11574,0.14943
153.6,5.11937,0.14931
153.7,5.12257,0.14872
153.8,5.12592,0.14812
153.9,5.12934,0.14739
154,5.13279,0.14686
154.1,5.13589,0.14627
154.2,5.13941,0.14557
154.3,5.14275,0.14525
154.4,5.14612,0.14519
154.5,5.14936,0.14408
154.6,5.15274,0.14389
154.7,5.15597,0.14374
154.8,5.15917,0.14243
154.9,5.16254,0.14226
155,5.16604,0.14196
155.1,5.16923,0.14191
155.2,5.17256,0.1412
155.3,5.17605,0.14085
155.4,5.17921,0.14051
155.5,5.18263,0.13989
155.6,5.1862,0.13961
155.7,5.18943,0.13929
155.8,5.19252,0.13897
155.9,5.19615,0.13852
156,5.19926,0.13822
156.1,5.20249,0.13788
156.2,5.20594,0.13717
156.3,5.20941,0.13712
156.4,5.21245,0.13686
156.5,5.21598,0.13621
156.6,5.21928,0.13599
156.7,5.22269,0.13546
156.8,5.22596,0.13502
156.9,5.22944,0.13482
157,5.23276,0.13449
157.1,5.23602,0.1334
157.2,5.23935,0.133
157.3,5.24278,0.13291
157.4,5.24592,0.13279
157.5,5.24916,0.13162
157.6,5.2527,0.13135
157.7,5.25583,0.13097
157.8,5.25923,0.13072
157.9,5.26273,0.12993
158,5.26601,0.12989
158.1,5.26915,0.12911
158.2,5.2728,0.1288
158.3,5.27603,0.12884
158.4,5.27932,0.12851
158.5,5.28273,0.12804
158.6,5.28611,0.12782
158.7,5.28915,0.12756
158.8,5.29259,0.12733
158.9,5.29595,0.12695
159,5.29929,0.1265
159.1,5.30258,0.12584
159.2,5.30596,0.12585
159.3,5.3093,0.12549
159.4,5.31258,0.12521
159.5,5.316,0.12472
159.6,5.31958,0.12504
159.7,5.32271,0.12449
159.8,5.3259,0.12399
159.9,5.32946,0.12394
160,5.3326,0.12351
160.1,5.33586,0.12308
160.2,5.33939,0.12258
160.3,5.34264,0.12226
160.4,5.34579,0.12183
160.5,5.34938,0.12182
160.6,5.3526,0.12198
160.7,5.35592,0.12128
160.8,5.35939,0.12083
160.9,5.36282,0.12046
161,5.36596,0.12043
161.1,5.36935,0.11934
161.2,5.37273,0.11967
161.3,5.37607,0.11893
161.4,5.37923,0.11826
161.5,5.38263,0.11803
161.6,5.38594,0.11835
161.7,5.38915,0.1181
161.8,5.39257,0.11789
161.9,5.39613,0.11806
162,5.39925,0.11774
162.1,5.40256,0.11717
162.2,5.40611,0.11686
162.3,5.40935,0.11698
162.4,5.41265,0.11706
162.5,5.41615,0.11639
162.6,5.41942,0.11597
162.7,5.42248,0.11575
162.8,5.42595,0.11527
162.9,5.42924,0.11525
163,5.4326,0.11483
163.1,5.43599,0.11464
163.2,5.43942,0.11472
163.3,5.44251,0.11416
163.4,5.44597,0.11366
163.5,5.44935,0.11329
163.6,5.45289,0.11365
163.7,5.45599,0.11272
163.8,5.45938,0.11205
163.9,5.46272,0.11175
164,5.46584,0.11157
164.1,5.46923,0.11106
164.2,5.47274,0.11053
164.3,5.47591,0.11031
164.4,5.47913,0.1094
164.5,5.48272,0.10896
164.6,5.48587,0.10815
164.7,5.48922,0.10751
164.8,5.49277,0.1072
164.9,5.49616,0.10679
165,5.49927,0.1063
165.1,5.5027,0.1057
165.2,5.50603,0.10592
165.3,5.5094,0.10589
165.4,5.5126,0.10585
165.5,5.516,0.10486
165.6,5.51917,0.10519
165.7,5.52257,0.10462
165.8,5.5259,0.10469
165.9,5.52942,0.10401
166,5.5326,0.10383
166.1,5.53598,0.10281
166.2,5.53947,0.10299
166.3,5.54265,0.1026
166.4,5.54599,0.10228
166.5,5.54954,0.10247
166.6,5.55275,0.10236
166.7,5.55582,0.10208
166.8,5.5594,0.10191
166.9,5.56252,0.10169
167,5.56583,0.10149
167.1,5.56931,0.10103
167.2,5.57278,0.10141
167.3,5.57579,0.10092
167.4,5.57929,0.10021
167.5,5.58268,0.10033
167.6,5.58607,0.10037
167.7,5.58934,0.09956
167.8,5.59278,0.09942
167.9,5.59601,0.09871
168,5.59928,0.09863
168.1,5.60261,0.0985
168.2,5.606,0.09851
168.3,5.6092,0.09804
168.4,5.61254,0.09763
168.5,5.61603,0.09789
168.6,5.61924,0.09703
168.7,5.62254,0.09702
168.8,5.62611,0.09677
168.9,5.62941,0.09684
169,5.63259,0.09604
169.1,5.63618,0.09611
169.2,5.63936,0.09596
169.3,5.64262,0.09571
169.4,5.64602,0.09525
169.5,5.64938,0.09523
169.6,5.65245,0.09501
169.7,5.65594,0.09444
169.8,5.6593,0.09432
169.9,5.66266,0.09421
170,5.66588,0.09393
170.1,5.66936,0.09383
170.2,5.67265,0.0935
170.3,5.67596,0.09313
170.4,5.67938,0.0934
170.5,5.68284,0.0933
170.6,5.68598,0.09348
170.7,5.68921,0.09286
170.8,5.69271,0.09313
170.9,5.69585,0.09235
171,5.69917,0.09167
171.1,5.70275,0.09192
171.2,5.70599,0.09124
171.3,5.70912,0.09062
171.4,5.71271,0.09023
171.5,5.71597,0.09013
171.6,5.71933,0.09028
171.7,5.72284,0.08972
171.8,5.72611,0.0899
171.9,5.72925,0.0897
172,5.73268,0.08967
172.1,5.73602,0.08943
172.2,5.7393,0.08914
172.3,5.74259,0.08849
172.4,5.74597,0.08854
172.5,5.74928,0.08883
172.6,5.75257,0.08836
172.7,5.7559,0.0883
172.8,5.75947,0.08826
172.9,5.76266,0.08805
173,5.76599,0.08756
173.1,5.76946,0.08714
173.2,5.77261,0.08763
173.3,5.77593,0.08698
173.4,5.77942,0.08692
173.5,5.78265,0.08674
173.6,5.78578,0.0865
173.7,5.78933,0.08633
173.8,5.79256,0.08644
173.9,5.79593,0.08585
174,5.79933,0.08493
174.1,5.80274,0.08472
174.2,5.80587,0.0842
174.3,5.80933,0.08323
174.4,5.81276,0.0825
174.5,5.81612,0.08263
174.6,5.81932,0.08163
174.7,5.8227,0.08122
174.8,5.82601,0.08132
174.9,5.82911,0.08053
175,5.83254,0.08001
175.1,5.83614,0.08009
175.2,5.8393,0.07935
175.3,5.84251,0.07897
175.4,5.84607,0.079
175.5,5.84926,0.07853
175.6,5.85264,0.07852
175.7,5.85622,0.07838
175.8,5.85946,0.07828
175.9,5.86254,0.07815
176,5.866,0.07726
176.1,5.86929,0.07764
176.2,5.87255,0.07768
176.3,5.87591,0.07723
176.4,5.87937,0.07734
176.5,5.88251,0.07713
176.6,5.88589,0.07682
176.7,5.88927,0.07677
176.8,5.89275,0.07672
176.9,5.896,0.07687
177,5.89944,0.07652
177.1,5.90277,0.07638
177.2,5.9059,0.07631
177.3,5.90931,0.07566
177.4,5.91281,0.07633
177.5,5.91594,0.07595
177.6,5.91911,0.07551
177.7,5.92272,0.07555
177.8,5.92589,0.07565
177.9,5.92924,0.0752
178,5.93269,0.07485
178.1,5.9361,0.07476
178.2,5.93919,0.07441
178.3,5.94278,0.07428
178.4,5.94607,0.07415
178.5,5.94941,0.07406
178.6,5.95268,0.07363
178.7,5.95609,0.07326
178.8,5.95926,0.07348
178.9,5.96252,0.07292
179,5.9659,0.07282
179.1,5.96937,0.07317
179.2,5.97256,0.07285
179.3,5.97592,0.07201
179.4,5.97936,0.07248
179.5,5.98253,0.07251
179.6,5.98598,0.0719
179.7,5.98956,0.07173
179.8,5.99275,0.07209
179.9,5.99587,0.07117
180,5.99947,0.07111
180.1,6.00258,0.07126
180.2,6.00583,0.07109
180.3,6.0093,0.07072
180.4,6.01275,0.07108
180.5,6.01577,0.07094
180.6,6.01934,0.07045
180.7,6.02262,0.07098
180.8,6.026,0.07052
180.9,6.02928,0.07072
181,6.03282,0.07039
181.1,6.03604,0.07019
181.2,6.03936,0.06917
181.3,6.04271,0.06947
181.4,6.04608,0.06929
181.5,6.04925,0.06908
181.6,6.05254,0.06869
181.7,6.05601,0.06858
181.8,6.05917,0.06796
181.9,6.06257,0.06816
182,6.06606,0.06797
182.1,6.06929,0.06768
182.2,6.07249,0.06743
182.3,6.07616,0.06663
182.4,6.07939,0.06661
182.5,6.08263,0.06663
182.6,6.0861,0.06685
182.7,6.08943,0.06657
182.8,6.09247,0.0663
182.9,6.09596,0.06592
183,6.09929,0.06638
183.1,6.10258,0.06653
183.2,6.10593,0.066
183.3,6.10935,0.06589
183.4,6.11259,0.06593
183.5,6.11591,0.06517
183.6,6.11933,0.0655
183.7,6.12287,0.06524
183.8,6.12603,0.06479
183.9,6.12926,0.06459
184,6.13277,0.06475
184.1,6.13594,0.06445
184.2,6.13924,0.06421
184.3,6.14272,0.06387
184.4,6.14596,0.06368
184.5,6.14914,0.06325
184.6,6.15275,0.0629
184.7,6.15591,0.06312
184.8,6.15923,0.06312
184.9,6.16278,0.06278
185,6.16613,0.06296
185.1,6.16926,0.06291
185.2,6.17268,0.06282
185.3,6.17606,0.06223
185.4,6.17933,0.06206
185.5,6.18257,0.06178
185.6,6.186,0.06206
185.7,6.18924,0.06247
185.8,6.1925,0.06207
185.9,6.19593,0.06156
186,6.19946,0.06138
186.1,6.20257,0.06101
186.2,6.20594,0.06053
186.3,6.20944,0.06007
186.4,6.21265,0.05991
186.5,6.21595,0.05956
186.6,6.2195,0.0591
186.7,6.22275,0.05932
186.8,6.22583,0.05916
186.9,6.22932,0.05878
187,6.23255,0.05904
187.1,6.2359,0.05881
187.2,6.23934,0.05823
187.3,6.24275,0.05902
187.4,6.2458,0.05818
187.5,6.24932,0.05791
187.6,6.25269,0.05754
187.7,6.25617,0.05729
187.8,6.25931,0.05654
187.9,6.26275,0.05688
188,6.26601,0.05682
188.1,6.26915,0.0558
188.2,6.27258,0.05587
188.3,6.27607,0.05613
188.4,6.27919,0.05596
188.5,6.2825,0.05589
188.6,6.28607,0.0551
188.7,6.28919,0.05542
188.8,6.29253,0.05545
188.9,6.29612,0.05537
189,6.29943,0.05538
189.1,6.30258,0.05491
189.2,6.30608,0.05458
189.3,6.30935,0.05464
189.4,6.31269,0.05428
189.5,6.31598,0.05443
189.6,6.31935,0.05454
189.7,6.32247,0.05373
189.8,6.32594,0.05305
189.9,6.32925,0.05316
190,6.33274,0.05295
190.1,6.33592,0.05275
190.2,6.33934,0.05273
190.3,6.34275,0.05198
190.4,6.34597,0.05205
190.5,6.34932,0.05109
190.6,6.35287,0.0512
190.7,6.35605,0.05162
190.8,6.35917,0.051
190.9,6.36273,0.0507
191,6.36581,0.05052
191.1,6.36917,0.05051
191.2,6.37269,0.04999
191.3,6.3761,0.05025
191.4,6.37911,0.04973
191.5,6.38266,0.04859
191.6,6.38601,0.0486
191.7,6.38937,0.04859
191.8,6.39269,0.04751
191.9,6.39615,0.04732
192,6.39932,0.04771
192.1,6.40263,0.04693
192.2,6.40595,0.04737
192.3,6.4093,0.04713
192.4,6.41253,0.04721
192.5,6.41593,0.04651
192.6,6.41933,0.04671
192.7,6.42257,0.04642
192.8,6.42588,0.046
192.9,6.42945,0.04595
193,6.43271,0.04603
193.1,6.43593,0.04591
193.2,6.43955,0.04559
193.3,6.44271,0.04579
193.4,6.44592,0.04552
193.5,6.44937,0.04511
193.6,6.45268,0.04541
193.7,6.45576,0.0453
193.8,6.45932,0.04464
193.9,6.46263,0.04462
194,6.46597,0.04478
194.1,6.46924,0.04472
194.2,6.47275,0.04467
194.3,6.47595,0.04469
194.4,6.47928,0.04443
194.5,6.48272,0.04441
194.6,6.48616,0.04456
194.7,6.48932,0.04415
194.8,6.49257,0.04383
194.9,6.49602,0.04398
195,6.49916,0.04382
195.1,6.50254,0.04353
195.2,6.50609,0.04376
195.3,6.50929,0.04344
195.4,6.51246,0.04302
195.5,6.51605,0.0429
195.6,6.5193,0.04318
195.7,6.52264,0.04263
195.8,6.52617,0.04287
195.9,6.52946,0.04269
196,6.53255,0.04241
196.1,6.53605,0.04227
196.2,6.53936,0.04226
196.3,6.54258,0.0422
196.4,6.54594,0.04227
196.5,6.54934,0.04209
196.6,6.55257,0.04221
196.7,6.5559,0.04161
196.8,6.55927,0.04147
196.9,6.56279,0.0415
197,6.56599,0.04191
197.1,6.56935,0.04127
197.2,6.57279,0.04171
197.3,6.57594,0.04168
197.4,6.57928,0.0414
197.5,6.58274,0.04154
197.6,6.58594,0.04139
197.7,6.58913,0.04116
197.8,6.59269,0.04106
197.9,6.59586,0.04074
198,6.59924,0.04076
198.1,6.60269,0.04109
198.2,6.60607,0.04025
198.3,6.60921,0.0409
198.4,6.61269,0.04017
198.5,6.6161,0.04024
198.6,6.6194,0.04028
198.7,6.62266,0.03991
198.8,6.62606,0.03955
198.9,6.62931,0.03972
199,6.63247,0.03999
199.1,6.63591,0.0394
199.2,6.63944,0.03948
199.3,6.64257,0.0396
199.4,6.64589,0.03964
199.5,6.64936,0.03932
199.6,6.65259,0.03931
199.7,6.65598,0.03922
199.8,6.65959,0.03873
199.9,6.66275,0.03892
200,6.66588,0.03872
200.1,6.66936,0.03837
200.2,6.67261,0.03824
200.3,6.67588,0.03816
200.4,6.67929,0.03835
200.5,6.68271,0.03807
200.6,6.6858,0.03791
200.7,6.68927,0.03713
200.8,6.69262,0.0371
200.9,6.69604,0.03743
201,6.69932,0.03696
201.1,6.70281,0.03669
201.2,6.70609,0.03696
201.3,6.70923,0.03672
201.4,6.71266,0.03714
201.5,6.71614,0.03667
201.6,6.71928,0.03666
201.7,6.72247,0.03604
201.8,6.72603,0.03688
201.9,6.72921,0.03611
202,6.73256,0.03629
202.1,6.73606,0.03594
202.2,6.73941,0.03569
202.3,6.74251,0.03573
202.4,6.74614,0.03543
202.5,6.74937,0.03516
202.6,6.75267,0.03515
202.7,6.75602,0.03508
